cod_nat_dicrim;lib_dicrim;lib_bassin_risques;cod_commune;lib_commune;lib_commentaire;dat_program_dicrim_deb;dat_program_dicrim_fin;dat_etu_dicrim_deb;dat_etu_dicrim_fin;dat_publi_dicrim;dat_reception_min;dat_maj
85DREAL20180083;Le Mazeau;"";85139;Le Mazeau;Procedure chargée à partir du fichier csv;;;;;2014-09-22 00:00:00;;
85DREAL20180082;Martinet;"";85138;Martinet;Procedure chargée à partir du fichier csv;;;;;2014-01-13 00:00:00;;
85DREAL20180081;Marillet;"";85136;Marillet;Procedure chargée à partir du fichier csv;;;;;2014-12-22 00:00:00;;
85DREAL20180080;Mareuil-sur-Lay-Dissais;"";85135;Mareuil-sur-Lay-Dissais;Procedure chargée à partir du fichier csv;;;;;2009-05-06 00:00:00;;
85DREAL20180079;Mallièvre;"";85134;Mallièvre;Procedure chargée à partir du fichier csv;;;;;2014-12-22 00:00:00;;
85DREAL20180078;Maillezais;"";85133;Maillezais;Procedure chargée à partir du fichier csv;;;;;2015-11-18 00:00:00;;
85DREAL20180077;Maillé;"";85132;Maillé;Procedure chargée à partir du fichier csv;;;;;2014-05-06 00:00:00;;
85DREAL20180076;Les Magnils-Reigniers;"";85131;Les Magnils-Reigniers;Procedure chargée à partir du fichier csv;;;;;2014-01-06 00:00:00;;
85DREAL20180075;Maché;"";85130;Maché;Procedure chargée à partir du fichier csv;;;;;2013-11-15 00:00:00;;
85DREAL20180074;Les Lucs-sur-Boulogne;"";85129;Les Lucs-sur-Boulogne;Procedure chargée à partir du fichier csv;;;;;2014-02-28 00:00:00;;
85DREAL20180073;Luçon;"";85128;Luçon;Procedure chargée à partir du fichier csv;;;;;2015-01-06 00:00:00;;
85DREAL20180072;Longeville-sur-Mer;"";85127;Longeville-sur-Mer;Procedure chargée à partir du fichier csv;;;;;2013-05-03 00:00:00;;
85DREAL20180071;Longèves;"";85126;Longèves;Procedure chargée à partir du fichier csv;;;;;2013-11-15 00:00:00;;
85DREAL20180070;Loge-Fougereuse;"";85125;Loge-Fougereuse;Procedure chargée à partir du fichier csv;;;;;2014-01-16 00:00:00;;
85DREAL20180069;Les Landes-Genusson;"";85119;Les Landes-Genusson;Procedure chargée à partir du fichier csv;;;;;2015-07-03 00:00:00;;
85DREAL20180068;Landeronde;"";85118;Landeronde;Procedure chargée à partir du fichier csv;;;;;2014-01-17 00:00:00;;
85DREAL20180067;Lairoux;"";85117;Lairoux;Procedure chargée à partir du fichier csv;;;;;2014-01-16 00:00:00;;
85DREAL20180066;La Jonchère;"";85116;La Jonchère;Procedure chargée à partir du fichier csv;;;;;2013-11-15 00:00:00;;
85DREAL20180065;Jard-sur-Mer;"";85114;Jard-sur-Mer;Procedure chargée à partir du fichier csv;;;;;2013-10-11 00:00:00;;
85DREAL20180064;L'Île-d'Elle;"";85111;L'Île-d'Elle;Procedure chargée à partir du fichier csv;;;;;2013-09-13 00:00:00;;
85DREAL20180063;L'Herbergement;"";85108;L'Herbergement;Procedure chargée à partir du fichier csv;;;;;2012-07-02 00:00:00;;
85DREAL20180062;La Guérinière;"";85106;La Guérinière;Procedure chargée à partir du fichier csv;;;;;2013-02-21 00:00:00;;
85DREAL20180061;Grues;"";85104;Grues;Procedure chargée à partir du fichier csv;;;;;2012-07-16 00:00:00;;
85DREAL20180060;Le Givre;"";85101;Le Givre;Procedure chargée à partir du fichier csv;;;;;2013-09-25 00:00:00;;
85DREAL20180059;Givrand;"";85100;Givrand;Procedure chargée à partir du fichier csv;;;;;2015-09-30 00:00:00;;
85DREAL20180058;Le Girouard;"";85099;Le Girouard;Procedure chargée à partir du fichier csv;;;;;2015-01-22 00:00:00;;
85DREAL20180057;La Génétouze;"";85098;La Génétouze;Procedure chargée à partir du fichier csv;;;;;2015-02-13 00:00:00;;
85DREAL20180056;La Gaubretière;"";85097;La Gaubretière;Procedure chargée à partir du fichier csv;;;;;2015-03-04 00:00:00;;
85DREAL20180055;Foussais-Payré;"";85094;Foussais-Payré;Procedure chargée à partir du fichier csv;;;;;2013-02-22 00:00:00;;
85DREAL20180054;Fougeré;"";85093;Fougeré;Procedure chargée à partir du fichier csv;;;;;2009-12-01 00:00:00;;
85DREAL20180053;Fontenay-le-Comte;"";85092;Fontenay-le-Comte;Procedure chargée à partir du fichier csv;;;;;2014-12-30 00:00:00;;
85DREAL20180052;La Flocellière;"";85090;La Flocellière;Procedure chargée à partir du fichier csv;;;;;2009-10-06 00:00:00;;
85DREAL20180051;Le Fenouiller;"";85088;Le Fenouiller;Procedure chargée à partir du fichier csv;;;;;2015-09-29 00:00:00;;
85DREAL20180050;Faymoreau;"";85087;Faymoreau;Procedure chargée à partir du fichier csv;;;;;2009-06-02 00:00:00;;
85DREAL20180049;L'Épine;"";85083;L'Épine;Procedure chargée à partir du fichier csv;;;;;2013-02-08 00:00:00;;
85DREAL20180048;Les Epesses;"";85082;Les Epesses;Procedure chargée à partir du fichier csv;;;;;2009-09-01 00:00:00;;
85DREAL20180047;Damvix;"";85078;Damvix;Procedure chargée à partir du fichier csv;;;;;2014-11-20 00:00:00;;
85DREAL20180046;Curzon;"";85077;Curzon;Procedure chargée à partir du fichier csv;;;;;2014-02-12 00:00:00;;
85DREAL20180045;Cugand;"";85076;Cugand;Procedure chargée à partir du fichier csv;;;;;2010-12-10 00:00:00;;
85DREAL20180044;La Couture;"";85074;La Couture;Procedure chargée à partir du fichier csv;;;;;2009-06-23 00:00:00;;
85DREAL20180043;Corpe;"";85073;Corpe;Procedure chargée à partir du fichier csv;;;;;2014-02-17 00:00:00;;
85DREAL20180042;Cheffois;"";85067;Cheffois;Procedure chargée à partir du fichier csv;;;;;2013-02-11 00:00:00;;
85DREAL20180041;Chavagnes-les-Redoux;"";85066;Chavagnes-les-Redoux;Procedure chargée à partir du fichier csv;;;;;2010-06-14 00:00:00;;
85DREAL20180040;Les Châtelliers-Châteaumur;"";85063;Les Châtelliers-Châteaumur;Procedure chargée à partir du fichier csv;;;;;2012-01-03 00:00:00;;
85DREAL20180039;Château-Guibert;"";85061;Château-Guibert;Procedure chargée à partir du fichier csv;;;;;2015-04-14 00:00:00;;
85DREAL20180038;Château-d'Olonne;"";85060;Château-d'Olonne;Procedure chargée à partir du fichier csv;;;;;2012-02-12 00:00:00;;
85DREAL20180037;La Châtaigneraie;"";85059;La Châtaigneraie;Procedure chargée à partir du fichier csv;;;;;2013-06-28 00:00:00;;
85DREAL20180036;La Chapelle-Hermier;"";85054;La Chapelle-Hermier;Procedure chargée à partir du fichier csv;;;;;2014-07-07 00:00:00;;
85DREAL20180035;La Chapelle-aux-Lys;"";85053;La Chapelle-aux-Lys;Procedure chargée à partir du fichier csv;;;;;2014-01-17 00:00:00;;
85DREAL20180034;La Chapelle-Achard;"";85052;La Chapelle-Achard;Procedure chargée à partir du fichier csv;;;;;2014-01-21 00:00:00;;
85DREAL20180033;Chantonnay;"";85051;Chantonnay;Procedure chargée à partir du fichier csv;;;;;2012-06-11 00:00:00;;
85DREAL20180032;Le Champ-Saint-Père;"";85050;Le Champ-Saint-Père;Procedure chargée à partir du fichier csv;;;;;2013-12-19 00:00:00;;
85DREAL20180031;Champagné-les-Marais;"";85049;Champagné-les-Marais;Procedure chargée à partir du fichier csv;;;;;2012-07-31 00:00:00;;
85DREAL20180030;Chambretaud;"";85048;Chambretaud;Procedure chargée à partir du fichier csv;;;;;2015-04-15 00:00:00;;
85DREAL20180029;Challans;"";85047;Challans;Procedure chargée à partir du fichier csv;;;;;2013-03-26 00:00:00;;
85DREAL20180028;Chaix;"";85044;Chaix;Procedure chargée à partir du fichier csv;;;;;2010-10-26 00:00:00;;
85DREAL20180027;Chaillé-sous-les-Ormeaux;"";85043;Chaillé-sous-les-Ormeaux;Procedure chargée à partir du fichier csv;;;;;2012-12-13 00:00:00;;
85DREAL20180026;Chaillé-les-Marais;"";85042;Chaillé-les-Marais;Procedure chargée à partir du fichier csv;;;;;2012-12-13 00:00:00;;
85DREAL20180025;Cezais;"";85041;Cezais;Procedure chargée à partir du fichier csv;;;;;2013-04-19 00:00:00;;
85DREAL20180024;La Bruffière;"";85039;La Bruffière;Procedure chargée à partir du fichier csv;;;;;2012-01-05 00:00:00;;
85DREAL20180023;Breuil-Barret;"";85037;Breuil-Barret;Procedure chargée à partir du fichier csv;;;;;2014-03-12 00:00:00;;
85DREAL20180022;La Bretonnière-la-Claye;"";85036;La Bretonnière-la-Claye;Procedure chargée à partir du fichier csv;;;;;2014-07-25 00:00:00;;
85DREAL20180021;Bretignolles-sur-Mer;"";85035;Bretignolles-sur-Mer;Procedure chargée à partir du fichier csv;;;;;2011-03-24 00:00:00;;
85DREAL20180020;Bournezeau;"";85034;Bournezeau;Procedure chargée à partir du fichier csv;;;;;2010-09-30 00:00:00;;
85DREAL20180019;Le Boupère;"";85031;Le Boupère;Procedure chargée à partir du fichier csv;;;;;2010-07-29 00:00:00;;
85DREAL20180018;Bouin;"";85029;Bouin;Procedure chargée à partir du fichier csv;;;;;2013-04-12 00:00:00;;
85DREAL20180017;La Boissière-des-Landes;"";85026;La Boissière-des-Landes;Procedure chargée à partir du fichier csv;;;;;2013-12-18 00:00:00;;
85DREAL20180016;Bessay;"";85023;Bessay;Procedure chargée à partir du fichier csv;;;;;2010-05-10 00:00:00;;
85DREAL20180015;Benet;"";85020;Benet;Procedure chargée à partir du fichier csv;;;;;2009-07-29 00:00:00;;
85DREAL20180014;Belleville-sur-Vie;"";85019;Belleville-sur-Vie;Procedure chargée à partir du fichier csv;;;;;2014-02-25 00:00:00;;
85DREAL20180013;Beauvoir-sur-Mer;"";85018;Beauvoir-sur-Mer;Procedure chargée à partir du fichier csv;;;;;2012-04-05 00:00:00;;
85DREAL20180012;Beaurepaire;"";85017;Beaurepaire;Procedure chargée à partir du fichier csv;;;;;2013-10-08 00:00:00;;
85DREAL20180011;Beaulieu-sous-la-Roche;"";85016;Beaulieu-sous-la-Roche;Procedure chargée à partir du fichier csv;;;;;2013-12-23 00:00:00;;
85DREAL20180010;Beaufou;"";85015;Beaufou;Procedure chargée à partir du fichier csv;;;;;2014-02-18 00:00:00;;
85DREAL20180009;Bazoges-en-Pareds;"";85014;Bazoges-en-Pareds;Procedure chargée à partir du fichier csv;;;;;2010-07-29 00:00:00;;
85DREAL20180008;La Barre-de-Monts;"";85012;La Barre-de-Monts;Procedure chargée à partir du fichier csv;;;;;2013-12-31 00:00:00;;
85DREAL20180007;Barbâtre;"";85011;Barbâtre;Procedure chargée à partir du fichier csv;;;;;2012-12-27 00:00:00;;
85DREAL20180006;Avrillé;"";85010;Avrillé;Procedure chargée à partir du fichier csv;;;;;2015-07-07 00:00:00;;
85DREAL20180005;Auzay;"";85009;Auzay;Procedure chargée à partir du fichier csv;;;;;2013-07-23 00:00:00;;
85DREAL20180004;Aubigny;"";85008;Aubigny;Procedure chargée à partir du fichier csv;;;;;2015-09-02 00:00:00;;
85DREAL20180003;Apremont;"";85006;Apremont;Procedure chargée à partir du fichier csv;;;;;2014-07-18 00:00:00;;
85DREAL20180002;Antigny;"";85005;Antigny;Procedure chargée à partir du fichier csv;;;;;2013-04-18 00:00:00;;
46PREF20180002;Creysse;"";46084;Creysse;"";;;;;2017-04-06 00:00:00;;
92PREF20170051;DICRIM - VANVES;"";92075;Vanves;"";;;;;2014-12-01 00:00:00;;
92PREF20170050;DICRIM - VILLE D'AVRAY;"";92077;Ville-d'Avray;"";;;;;2011-12-07 00:00:00;;
92PREF20170049;DICRIM - MARNES LA COQUETTE;"";92047;Marnes-la-Coquette;"";;;;;2006-02-28 00:00:00;;
92PREF20170048;DICRIM - MALAKOFF;"";92046;Malakoff;"";;;;;2009-10-08 00:00:00;;
92PREF20170047;DICRIM - LA GARENNE COLOMBES;"";92035;La Garenne-Colombes;"";;;;;2009-07-01 00:00:00;;
92PREF20170046;DICRIM - GARCHES;"";92033;Garches;"";;;;;2009-10-01 00:00:00;;
92PREF20170045;DICRIM - FONTENAY AUX ROSES;"";92032;Fontenay-aux-Roses;"";;;;;2008-12-05 00:00:00;;
92PREF20170044;DICRIM - CLAMART;"";92023;Clamart;"";;;;;2009-09-14 00:00:00;;
92PREF20170043;DICRIM - CHAVILLE;"";92022;Chaville;"";;;;;2007-06-17 00:00:00;;
92PREF20170042;DICRIM - CHATILLON;"";92020;Châtillon;"";;;;;2009-07-27 00:00:00;;
92PREF20170041;DICRIM - BOURG LA REINE;"";92014;Bourg-la-Reine;"";;;;;2010-06-01 00:00:00;;
92PREF20170040;DICRIM - BAGNEUX;"";92007;Bagneux;"";;;;;2009-10-13 00:00:00;;
92PREF20170039;DICRIM - ANTONY;"";92002;Antony;"";;;;;2010-10-17 00:00:00;;
92PREF20170038;DICRIM - SURESNES;"";92073;Suresnes;"";;;;;2011-05-31 00:00:00;;
92PREF20170037;DICRIM - SEVRES;"";92072;Sèvres;"";;;;;2009-08-27 00:00:00;;
92PREF20170036;DICRIM - SAINT CLOUD;"";92064;Saint-Cloud;"";;;;;2012-03-14 00:00:00;;
92PREF20170035;DICRIM - RUEIL MALMAISON;"";92063;Rueil-Malmaison;"";;;;;2006-06-01 00:00:00;;2017-12-28 00:00:00
92PREF20170034;DICRIM - PUTEAUX;"";92062;Puteaux;"";;;;;2008-07-11 00:00:00;;
92PREF20170033;DICRIM - NEUILLY;"";92051;Neuilly-sur-Seine;"";;;;;2007-09-13 00:00:00;;
92PREF20170032;DICRIM - NANTERRE;"";92050;Nanterre;"";;;;;2007-12-26 00:00:00;;
92PREF20170031;DICRIM - MEUDON;"";92048;Meudon;"";;;;;2007-02-05 00:00:00;;
92PREF20170030;DICRIM - LEVALLOIS PERRET;"";92044;Levallois-Perret;"";;;;;2007-12-12 00:00:00;;
92PREF20170029;DICRIM - ISSY LES MOULINEAUX;"";92040;Issy-les-Moulineaux;"";;;;;2009-07-31 00:00:00;;
92PREF20170028;DICRIM - GENNEVILLIERS;"";92036;Gennevilliers;"";;;;;2012-10-09 00:00:00;;
92PREF20170027;DICRIM - COURBEVOIE;"";92026;Courbevoie;"";;;;;2010-01-21 00:00:00;;2017-12-28 00:00:00
92PREF20170026;DICRIM - COLOMBES;"";92025;Colombes;"";;;;;2009-01-01 00:00:00;;2017-12-28 00:00:00
92PREF20170025;DICRIM - BOULOGNE BILLANCOURT;"";92012;Boulogne-Billancourt;"";;;;;2017-05-31 00:00:00;;
92PREF20170024;DICRIM - ASNIERES SUR SEINE;"";92004;Asnières-sur-Seine;"";;;;;2017-09-01 00:00:00;;
67PREF20170769;DICRIM SAINT-MAURICE;"";67427;Saint-Maurice;"";;;;;2017-11-17 00:00:00;;
67PREF20170767;DICRIM NEUVE-EGLISE;"";67320;Neuve-Église;"";;;;;2017-12-14 00:00:00;;
21PREF20170016;QUETIGNY;"";21515;Quetigny;"";;;;;2017-09-20 00:00:00;;2017-10-17 00:00:00
46PREF20170031;Soturac;"";46307;Soturac;"";;;;;2017-07-20 00:00:00;;
46PREF20170030;Saint-Denis-lès-Martel;"";46265;Saint-Denis-lès-Martel;"";;;;;2017-04-12 00:00:00;;
46PREF20170029;Latouille-Lentillac;"";46159;Latouille-Lentillac;"";;;;;2017-01-01 00:00:00;;
46PREF20170028;Bétaille;"";46028;Bétaille;"";;;;;2017-03-28 00:00:00;;
84DREAL20170004;DICRIM VEDENE;"";84141;Vedène;"";;;;;2000-01-01 00:00:00;;
84DREAL20170003;DICRIM VAISON-LA-ROMAINE;"";84137;Vaison-la-Romaine;"";;;;;2010-11-01 00:00:00;;
84DREAL20170002;DICRIM SORGUES;"";84129;Sorgues;"";;;;;2012-12-01 00:00:00;;
84DREAL20170001;DICRIM CAVAILLON;"";84035;Cavaillon;"";;;;;2000-01-01 00:00:00;;
83DREAL20170014;DICRIM VINON-SUR-VERDON;"";83150;Vinon-sur-Verdon;"";;;;;2013-01-01 00:00:00;;
83DREAL20170013;DICRIM LE VAL;"";83143;Le Val;"";;;;;2016-01-01 00:00:00;;
83DREAL20170012;DICRIM TRIGANCE;"";83142;Trigance;"";;;;;2017-01-27 00:00:00;;
83DREAL20170011;DICRIM REGUSSE;"";83102;Régusse;"";;;;;2016-01-01 00:00:00;;
83DREAL20170010;DICRIM RAMATUELLE;"";83101;Ramatuelle;1ère version le 01/01/2009;;;;;2017-01-01 00:00:00;;2018-07-05 00:00:00
83DREAL20170009;DICRIM PLAN-DE-LA-TOUR;"";83094;Le Plan-de-la-Tour;"";;;;;2015-01-01 00:00:00;;
83DREAL20170008;DICRIM_83089_OLLIERES;"";83089;Ollières;"";;;;;2017-09-01 00:00:00;;2018-10-10 00:00:00
83DREAL20170007;DICRIM MONTMEYAN;"";83084;Montmeyan;"";;;;;2015-12-18 00:00:00;;
83DREAL20170006;DICRIM MONTFERRAT;"";83082;Montferrat;"";;;;;2015-02-22 00:00:00;;
83DREAL20170005;DICRIM GASSIN;"";83065;Gassin;"";;;;;2017-01-01 00:00:00;;
83DREAL20170004;DICRIM COTIGNAC;"";83046;Cotignac;"";;;;;2016-12-20 00:00:00;;
83DREAL20170003;DICRIM CARCES;"";83032;Carcès;"";;;;;2017-01-01 00:00:00;;
83DREAL20170002;DICRIM LE BOURGUET;"";83020;Le Bourguet;"";;;;;2016-11-16 00:00:00;;
83DREAL20170001;DICRIM BARGEMON;"";83011;Bargemon;"";;;;;2016-09-01 00:00:00;;2017-08-02 00:00:00
13DREAL20170004;DICRIM SAUSSET-LES-PINS;"";13104;Sausset-les-Pins;"";;;;;2016-12-01 00:00:00;;2017-08-02 00:00:00
13DREAL20170003;DICRIM ROUSSET;"";13087;Rousset;"";;;;;2016-12-23 00:00:00;;
13DREAL20170002;DICRIM ROQUEFORT-LA-BEDOULE;"";13085;Roquefort-la-Bédoule;"";;;;;2016-01-01 00:00:00;;
06DREAL20170019;DICRIM LA BRIGUE;"";06162;La Brigue;"";;;;;2016-12-28 00:00:00;;
06DREAL20170018;DICRIM LA TURBIE;"";06150;La Turbie;"";;;;;2014-12-01 00:00:00;;
06DREAL20170017;DICRIM_06148_Tourrettes_sur_Loup;"";06148;Tourrettes-sur-Loup;1ère version le 01/01/2013;;;;;2017-12-17 00:00:00;;2018-07-05 00:00:00
06DREAL20170016;DICRIM SOSPEL;"";06136;Sospel;"";;;;;2016-12-20 00:00:00;;
06DREAL20170015;DICRIM SAORGE;"";06132;Saorge;"";;;;;2017-02-03 00:00:00;;
06DREAL20170014;DICRIM SAINT-SAUVEUR-SUR-TINEE;"";06129;Saint-Sauveur-sur-Tinée;"";;;;;2016-01-01 00:00:00;;
06DREAL20170013;DICRIM SAINT-MARTIN-VESUBIE;"";06127;Saint-Martin-Vésubie;"";;;;;2016-01-01 00:00:00;;
06DREAL20170012;DICRIM SAINT-BLAISE;"";06117;Saint-Blaise;"";;;;;2013-10-01 00:00:00;;
06DREAL20170011;DICRIM SAINT-ANDRE-DE-LA-ROCHE;"";06114;Saint-André-de-la-Roche;"";;;;;2014-07-01 00:00:00;;
06DREAL20170010;DICRIM SAINTE-AGNES;"";06113;Sainte-Agnès;"";;;;;2016-12-20 00:00:00;;
06DREAL20170009;DICRIM ROQUEBILLIERE;"";06103;Roquebillière;"";;;;;2011-07-01 00:00:00;;
06DREAL20170008;DICRIM PUGET-THENIERS;"";06099;Puget-Théniers;"";;;;;2017-03-22 00:00:00;;
06DREAL20170007;DICRIM OPIO;"";06089;Opio;"";;;;;2016-07-01 00:00:00;;2017-08-01 00:00:00
06DREAL20170006;DICRIM MOULINET;"";06086;Moulinet;"";;;;;2014-09-09 00:00:00;;
06DREAL20170005;DICRIM GARS;"";06063;Gars;"";;;;;2016-09-27 00:00:00;;
06DREAL20170004;DICRIM CASTELLAR;"";06035;Castellar;"";;;;;2017-03-04 00:00:00;;
06DREAL20170003;DICRIM CASTAGNIERS;"";06034;Castagniers;"";;;;;2016-12-23 00:00:00;;
06DREAL20170002;DICRIM BREIL-SUR-ROYA;"";06023;Breil-sur-Roya;"";;;;;2017-01-01 00:00:00;;
06DREAL20170001;DICRIM BONSON;"";06021;Bonson;"";;;;;2016-12-21 00:00:00;;
05DREAL20170006;DICRIM TALLARD;"";05170;Tallard;"";;;;;2015-09-01 00:00:00;;
05DREAL20170005;DICRIM LA SALLE-LES-ALPES;"";05161;La Salle-les-Alpes;"";;;;;2012-01-01 00:00:00;;
05DREAL20170004;DICRIM SAINT-CHAFFREY;"";05133;Saint-Chaffrey;"";;;;;2014-12-01 00:00:00;;
05DREAL20170003;DICRIM SAINT-APOLLINAIRE;"";05130;Saint-Apollinaire;"";;;;;2009-04-03 00:00:00;;2017-08-01 00:00:00
05DREAL20170002;DICRIM BREZIERS;"";05022;Bréziers;"";;;;;2013-05-01 00:00:00;;
05DREAL20170001;DICRIM BARRET-SUR-MEOUGES;"";05014;Barret-sur-Méouge;"";;;;;2013-01-01 00:00:00;;
04DREAL20170040;DICRIM VOLX;"";04245;Volx;"";;;;;2013-06-01 00:00:00;;
04DREAL20170039;DICRIM VILLARS-COLMARS;"";04240;Villars-Colmars;"";;;;;2016-06-04 00:00:00;;
04DREAL20170038;DICRIM VENTEROL;"";04234;Venterol;"";;;;;2013-02-01 00:00:00;;
04DREAL20170037;DICRIM VAUMEILH;"";04233;Vaumeilh;"";;;;;2013-04-01 00:00:00;;
04DREAL20170036;DICRIM VALERNES;"";04231;Valernes;"";;;;;2013-04-01 00:00:00;;
04DREAL20170035;DICRIM UVERNET-FOURS;"";04226;Uvernet-Fours;"";;;;;2016-09-01 00:00:00;;
04DREAL20170034;DICRIM LES THUILES;"";04220;Les Thuiles;"";;;;;2013-10-14 00:00:00;;
04DREAL20170033;DICRIM THORAME HAUTE;"";04219;Thorame-Haute;"";;;;;2016-06-04 00:00:00;;
04DREAL20170032;DICRIM THORAME BASSE;"";04218;Thorame-Basse;"";;;;;2016-06-04 00:00:00;;
04DREAL20170031;DICRIM THOARD;"";04217;Thoard;"";;;;;2013-12-01 00:00:00;;
04DREAL20170030;DICRIM SAINT-PONS;"";04195;Saint-Pons;"";;;;;2013-11-01 00:00:00;;
04DREAL20170029;DICRIM SAINT-PAUL-SUR-UBAYE;"";04193;Saint-Paul-sur-Ubaye;"";;;;;2013-12-01 00:00:00;;
04DREAL20170028;DICRIM SAINT-MARTIN-LES-EAUX;"";04190;Saint-Martin-les-Eaux;"";;;;;2016-05-19 00:00:00;;
04DREAL20170027;DICRIM SAINT-MAIME;"";04188;Saint-Maime;"";;;;;2013-04-01 00:00:00;;
04DREAL20170026;DICRIM SAINT-LAURENT-DU-VERDON;"";04186;Saint-Laurent-du-Verdon;"";;;;;2016-01-01 00:00:00;;
04DREAL20170025;DICRIM SAINT-JURS;"";04184;Saint-Jurs;Date réalisation PCS;;;;;2014-12-12 00:00:00;;2017-08-01 00:00:00
04DREAL20170024;DICRIM SAINT-JEANNET;"";04181;Saint-Jeannet;Date de réalisation PCS;;;;;2011-06-27 00:00:00;;
04DREAL20170023;DICRIM REILLANNE;"";04160;Reillanne;Date réalisation PCS;;;;;2015-02-23 00:00:00;;
04DREAL20170022;DICRIM QUINSON;"";04158;Quinson;Date réalisation PCS;;;;;2014-03-01 00:00:00;;
04DREAL20170021;DICRIM PONTIS;"";04154;Pontis;"";;;;;2013-10-14 00:00:00;;
04DREAL20170020;DICRIM PEYROULES;"";04148;Peyroules;"";;;;;2012-12-21 00:00:00;;
04DREAL20170019;DICRIM NOYERS-SUR-JABRON;"";04139;Noyers-sur-Jabron;Date réalisation PCS;;;;;2009-12-03 00:00:00;;
04DREAL20170018;DICRIM NIBLES;"";04137;Nibles;"";;;;;2014-12-01 00:00:00;;
04DREAL20170017;DICRIM MOUSTIERS-STE-MARIE;"";04135;Moustiers-Sainte-Marie;date réalisation PCS;;;;;2009-11-19 00:00:00;;
04DREAL20170016;DICRIM MONTAGNAC-MONTPEZAT;"";04124;Montagnac-Montpezat;"";;;;;2010-03-18 00:00:00;;2017-08-01 00:00:00
04DREAL20170015;DICRIM MIRABEAU;"";04122;Mirabeau;"";;;;;2005-05-01 00:00:00;;
04DREAL20170014;DICRIM VAL D'ORONAYE;"";04120;Val d'Oronaye;Fusion des communes de Larche et Meyronnes;;;;;2013-10-14 00:00:00;;2017-08-01 00:00:00
04DREAL20170013;DICRIM LAUZET-UBAYE;"";04102;Le Lauzet-Ubaye;"";;;;;2014-01-12 00:00:00;;
04DREAL20170012;DICRIM JAUSIERS;"";04096;Jausiers;"";;;;;2013-10-14 00:00:00;;
04DREAL20170011;DICRIM FAUCON-DE-BARCELONNETTE;"";04086;Faucon-de-Barcelonnette;"";;;;;2013-10-21 00:00:00;;
04DREAL20170010;DICRIM FAUCON-DU-CAIRE;"";04085;Faucon-du-Caire;"";;;;;2014-05-14 00:00:00;;2017-08-01 00:00:00
04DREAL20170009;DICRIM ENTREPIERRES;"";04075;Entrepierres;"";;;;;2013-04-01 00:00:00;;
04DREAL20170008;DICRIM CURBANS;"";04066;Curbans;"";;;;;2014-10-01 00:00:00;;2017-08-01 00:00:00
04DREAL20170007;DICRIM CONDAMINE-CHATELARD;"";04062;La Condamine-Châtelard;"";;;;;2013-10-14 00:00:00;;
04DREAL20170006;DICRIM COLMARS;"";04061;Colmars;"";;;;;2016-06-04 00:00:00;;2017-08-01 00:00:00
04DREAL20170005;DICRIM CHAMPTERCIER;"";04047;Champtercier;"";;;;;2012-01-01 00:00:00;;2017-08-01 00:00:00
04DREAL20170004;DICRIM CHAFFAUT-SAINT-JURSON;"";04046;Le Chaffaut-Saint-Jurson;"";;;;;2010-03-31 00:00:00;;2017-08-01 00:00:00
04DREAL20170003;DICRIM CERESTE;"";04045;Céreste;"";;;;;2003-06-30 00:00:00;;2017-08-01 00:00:00
04DREAL20170002;DICRIM BEYNES;"";04028;Beynes;"";;;;;2015-01-01 00:00:00;;
04DREAL20170001;DICRIM BAYONS;"";04023;Bayons;"";;;;;2015-01-12 00:00:00;;2017-08-01 00:00:00
11DDTM20170001;Portel des Corbières;"";11295;Portel-des-Corbières;"";;;;;2017-06-22 00:00:00;;2017-07-31 00:00:00
69PREF20170016;BRON;"";69029;Bron;"";2010-01-01 00:00:00;;;;2012-07-12 00:00:00;;2017-07-21 00:00:00
69PREF20170015;AFFOUX;"";69001;Affoux;"";;;;;2013-08-01 00:00:00;;2017-07-21 00:00:00
79DDT20170034;DICRIM CELLES-SUR-BELLE;"";79061;Celles-sur-Belle;"";;;;;2017-06-28 00:00:00;;2017-07-06 00:00:00
69DREAL20171853;Yzeron;"";69269;Yzeron;Procedure chargée à partir du fichier csv;;;;;2016-12-28 00:00:00;;
69DREAL20171852;Vourles;"";69268;Vourles;Procedure chargée à partir du fichier csv;;;;;2015-10-20 00:00:00;;
69DREAL20171851;Villeurbanne;"";69266;Villeurbanne;Procedure chargée à partir du fichier csv;;;;;2007-04-27 00:00:00;;
